Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Date of birth,Salary,Rental club
Jean1,D/DM/M RC,36,120,148,Brazil,,10,13,12,11,14,14,10,15,10,13,13,13,13,14,13,14,12,13,12,13,12,12,13,11,14,12,13,12,12,12,14,6,8,12,12,10,11,12,13,15,15,3,3,3,1,1,1,3,3,3,3,1,14,14,8,15,14,9,10,13,1,1,1,16,1,15,19,1,20,11,1,10,9,1,170,71,9,20,-1,24/06/1986,,
Jorginho1,AM LC,31,120,121,Brazil,ATG,12,12,14,12,13,9,8,11,5,10,13,12,11,13,11,10,8,13,12,13,13,7,12,8,15,11,14,13,13,13,10,10,12,13,13,9,12,12,11,12,10,3,2,2,1,3,2,3,1,2,2,2,7,8,10,12,12,13,11,7,1,1,1,1,1,1,1,12,12,1,17,20,1,1,180,71,8,20,1860648,05/01/1991,2915,
Lisandro López1,S,39,120,155,"Argentina,Italy",Club Atlético Sarmiento de Junín,9,9,12,14,14,10,12,12,6,4,13,15,7,15,14,15,16,16,16,14,17,16,14,18,13,8,13,12,9,10,10,9,10,9,10,11,14,14,17,13,10,3,1,2,3,4,3,4,1,3,2,3,14,15,7,15,16,18,12,9,1,1,1,1,1,1,1,1,1,1,12,10,1,20,174,75,12,20,347975206,02/03/1983,6961,
Lucas Lima1,D L,30,120,133,Brazil,Başakşehir Futbol Kulübü,8,15,13,11,12,14,10,14,11,12,13,5,8,13,5,13,9,11,12,12,11,15,12,5,12,8,13,13,15,14,12,9,12,15,15,12,12,12,12,6,13,2,2,1,2,1,2,1,1,2,1,1,13,14,6,9,10,9,6,9,1,20,1,1,15,1,1,11,1,1,1,1,1,1,179,76,20,8,1988865,10/10/1991,19999,
Luiz Otávio1,D C,29,120,122,Brazil,BAH,5,6,8,6,9,6,15,5,6,13,10,11,13,9,13,12,14,10,11,6,11,14,10,13,9,13,14,14,11,10,8,17,13,10,16,16,13,13,12,12,7,2,2,2,2,1,2,1,3,3,1,3,13,11,7,13,12,15,14,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,194,86,9,20,760663,09/10/1992,6434,
Manu García1,DM/M/AM LC,36,120,128,"Spain,Pays Basque",Mirandés,11,13,11,12,13,6,11,13,12,12,13,11,12,12,13,12,14,11,13,12,13,14,11,15,11,13,14,14,12,10,10,8,13,11,11,13,14,8,15,7,15,4,1,2,1,2,1,3,2,3,3,1,20,9,5,18,14,18,14,6,1,13,1,1,14,1,20,17,18,1,16,1,1,1,182,74,20,8,97655,26/04/1986,3743,
Marcão1,S,28,120,130,Brazil,Wuhan Three Towns,4,8,11,14,9,9,14,11,7,7,9,13,5,13,12,10,12,10,11,9,12,12,13,7,12,5,7,4,13,9,14,18,14,13,11,16,11,5,13,11,10,2,2,2,2,2,1,3,1,3,1,2,12,11,7,15,9,8,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,20,196,96,15,20,5028511,17/06/1994,50194,
Becir Omeragic,D C,20,120,-8,Switzerland,FC Zürich,4,6,11,5,11,7,12,7,9,14,13,8,15,12,13,14,12,14,12,12,12,13,7,12,9,13,13,11,11,10,12,14,11,11,14,13,12,10,12,12,14,3,3,2,2,2,3,3,3,3,2,1,13,14,12,7,14,13,12,12,1,1,20,12,1,1,10,1,6,1,1,1,1,1,187,76,10,20,7245239,20/01/2002,6106,
Tiago Palacios,M/AM RC,21,120,145,Argentina,Montevideo City Torque,15,14,15,12,16,15,8,12,10,8,13,12,8,15,9,11,9,8,8,13,9,7,16,4,11,9,10,13,15,15,13,6,10,11,11,6,8,13,8,8,14,2,1,3,3,2,3,2,2,2,3,3,14,11,5,12,11,12,11,19,1,1,1,1,1,1,1,13,16,14,12,20,19,12,165,61,20,9,2389594,08/03/2001,3248,
Amar Rahmanović,M/AM C,28,120,140,Bosnia and Herzegovina,Krylja Sovetov Samara,11,11,12,12,12,11,8,14,2,12,13,6,8,13,13,12,10,13,13,13,13,12,13,9,12,9,14,14,12,11,11,9,13,12,11,11,13,9,12,8,13,3,3,2,1,4,3,1,1,1,3,3,14,12,9,10,13,12,12,13,1,1,1,1,1,1,1,1,17,1,14,20,12,1,191,83,20,13,4748618,13/05/1994,27841,
Harry Toffolo,D/WB L,26,120,130,"England,Italy",Nottingham Forest,12,13,11,12,13,14,12,10,10,11,12,7,12,12,11,12,11,12,11,13,13,12,7,9,12,12,13,12,13,12,11,10,14,12,15,11,14,6,9,7,12,1,1,3,1,3,2,2,2,2,1,3,11,10,3,11,11,14,10,11,1,20,1,1,19,1,1,14,1,1,1,1,1,1,183,71,20,8,1832428,19/08/1995,40597,
Eric Ramírez,AM/S RC,25,120,121,Argentina,Club de Gimnasia y Esgrima La Plata,10,11,12,13,11,10,12,12,8,9,12,10,8,12,14,12,13,11,11,10,11,12,12,8,14,11,12,15,14,13,9,8,12,14,13,13,12,12,13,12,13,1,2,1,2,3,3,2,1,1,2,4,8,10,11,14,9,14,12,8,1,1,1,1,1,1,1,8,1,12,14,15,17,20,170,68,8,20,3006506,21/09/1996,3193,
Diego Mariño,GK,32,120,144,Spain,S. Gijón,7,7,12,7,13,7,8,7,9,8,10,7,8,12,7,8,7,8,13,9,10,9,6,9,2,13,15,8,11,14,7,15,12,12,14,11,10,6,10,6,5,15,8,15,12,14,8,17,17,6,14,17,10,8,8,12,10,15,16,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,77,10,20,567698,09/05/1990,8624,
Russell Canouse,D/DM/M RC,27,120,126,United States,D.C. United,7,10,10,8,12,8,10,11,10,12,14,8,14,12,14,11,16,12,12,11,11,16,7,14,9,12,16,14,12,10,14,9,15,13,14,13,15,12,15,8,10,3,1,1,1,2,2,1,2,2,3,3,14,18,5,10,13,16,14,12,1,1,1,18,1,1,19,1,20,10,1,1,10,1,178,78,12,20,882541,11/06/1995,9986,
Felix Beijmo,D/WB R,24,120,130,Sweden,Malmö FF,10,12,10,8,11,8,10,9,13,13,12,9,12,12,13,11,12,12,14,12,12,13,10,11,12,11,14,14,13,11,13,11,15,15,14,13,14,10,12,8,10,3,1,2,2,1,1,3,2,4,2,3,11,12,4,9,11,15,14,14,1,14,14,20,8,19,1,1,1,14,1,1,8,1,186,82,5,20,822116,31/01/1998,3727,
Joo Min-Kyu,AM/S C,32,120,120,South Korea,Jeju United,13,12,10,15,14,13,14,11,8,12,13,13,10,11,13,13,13,14,14,12,14,11,12,14,14,12,12,11,9,13,13,13,14,11,11,14,14,3,8,4,14,4,3,3,1,1,3,3,3,3,3,3,13,11,11,12,13,12,14,10,1,1,1,1,1,1,12,1,15,1,1,17,1,20,183,79,7,20,347975206,13/04/1990,7087,
Turgay Gemicibaşı,DM/M C,26,120,123,"Turkey,Germany",Sportklub Austria Klagenfurt,11,11,12,11,13,12,11,10,9,13,13,10,13,12,16,13,12,11,12,12,10,15,6,9,10,14,14,16,12,12,14,12,14,13,14,13,12,16,9,7,10,2,3,1,3,3,1,1,3,2,1,1,12,14,10,6,10,8,6,7,1,1,10,1,1,1,20,14,16,8,14,10,8,1,180,70,20,9,1542418,23/04/1996,3153,Kasımpaşa A.Ş.
Max Meyer,M/AM LC,26,120,150,Germany,FC Luzern,10,12,12,11,14,9,8,11,3,9,14,10,10,15,10,12,11,13,7,14,12,9,11,6,12,10,13,12,13,15,10,5,12,11,12,7,7,7,12,12,15,3,2,2,3,2,3,2,2,3,1,3,9,8,14,7,13,12,15,15,1,1,1,1,1,1,12,15,18,9,14,20,12,8,173,68,14,20,1524826,18/09/1995,6106,
Matías Giménez,S C,23,120,129,Argentina,Club Atlético San Martín de San Juan,11,10,14,13,14,11,12,9,7,5,11,9,6,13,12,12,11,11,10,10,10,12,15,11,13,8,12,14,13,14,11,13,14,13,12,14,12,6,10,5,7,2,1,3,1,1,2,2,3,3,2,3,13,12,3,10,13,14,12,8,1,1,1,1,1,1,1,1,1,1,9,15,12,20,185,75,9,20,1911950,06/03/1999,5585,
Giorgos Tzavellas,D C,34,120,130,Greece,AEK Athens,9,12,11,8,12,12,13,11,13,13,13,11,12,12,15,14,16,12,12,14,12,15,10,14,11,13,16,16,11,12,13,12,18,11,11,14,13,15,15,4,13,4,2,3,2,2,1,4,3,3,2,4,15,16,15,12,16,15,5,6,1,10,20,1,7,1,1,1,1,1,1,1,1,1,183,81,20,5,151470,26/11/1987,8278,
Risto Radunović,D L,30,120,123,Montenegro,Fotbal Club FCSB,13,13,7,5,13,12,9,8,11,12,11,15,13,8,11,13,15,12,12,11,12,10,7,15,13,14,12,13,10,11,13,12,12,13,13,14,12,8,11,10,9,3,1,3,1,3,1,3,2,1,3,1,10,10,9,12,10,11,10,10,1,20,1,1,13,1,1,1,1,1,1,1,1,1,183,77,20,11,1019077,04/05/1992,3146,
Silvestre Varela,AM RLC,37,120,150,"Portugal,Cape Verde Islands",FC Porto,12,12,13,12,15,12,12,12,8,8,13,12,8,14,10,14,14,16,12,14,14,13,14,7,13,11,12,11,11,11,13,11,13,10,10,12,14,5,16,16,15,2,1,1,1,3,4,3,3,1,2,1,12,13,6,16,11,16,17,17,1,1,1,1,1,1,1,12,1,12,18,16,20,7,180,75,12,20,98174,02/02/1985,5499,
Peniel Mlapa,AM/S RC,31,120,127,"Togo,Germany",Al-Ittihad Kalba Sports & Cultural Club,7,11,12,13,12,7,11,12,8,6,11,9,7,11,13,10,11,10,9,9,8,8,12,6,10,7,13,11,13,12,12,16,13,16,12,16,9,13,9,5,14,3,2,4,4,3,1,2,1,3,1,3,10,14,13,12,8,12,9,11,1,1,1,1,1,1,1,10,13,13,12,18,17,20,195,93,12,20,3001503,20/02/1991,19462,
Carmelo Algarañaz,S L,26,120,128,Bolivia,Club Always Ready,11,9,13,14,10,12,10,11,7,4,11,13,3,12,6,12,11,11,12,12,12,13,9,7,12,12,11,11,14,12,15,11,7,12,16,13,12,10,9,5,11,1,1,1,2,1,3,2,3,3,2,2,16,8,2,11,10,9,11,14,1,1,1,1,1,1,1,1,1,1,15,1,1,20,178,82,20,12,266787,27/01/1996,993,
Teddy Chevalier,AM/S RC,35,120,120,France,Royal Francs Borains,10,11,11,13,12,10,13,12,5,5,11,14,5,12,6,12,10,13,11,11,11,14,7,8,13,4,10,14,13,13,14,10,7,14,14,12,13,11,4,5,5,2,4,4,3,2,2,1,2,2,2,3,12,11,16,7,12,7,8,6,1,1,1,1,1,1,1,1,1,1,10,15,16,20,179,78,9,20,102001,28/06/1987,249,
Jon McLaughlin,GK,34,120,120,Scotland,Rangers,5,2,2,1,9,8,3,3,3,1,13,4,1,11,12,12,13,14,10,8,10,12,2,7,2,12,12,12,8,13,9,15,14,9,13,12,17,3,5,5,14,15,14,13,6,14,14,12,14,12,9,12,14,12,5,10,11,14,11,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,83,10,20,770288,09/09/1987,6960,
Ronnie Edwards,D C,19,120,-8,England,Peterborough United,4,6,12,6,13,6,11,7,6,12,13,6,13,13,12,13,13,15,12,11,13,13,7,10,10,13,13,12,13,12,12,10,13,13,13,12,12,8,12,7,11,2,4,2,2,3,1,4,1,3,1,3,11,9,4,12,12,14,12,13,1,1,20,1,1,1,10,1,1,1,1,1,1,1,180,0,15,20,7189168,28/03/2003,2900,
Stefan Kutschke,S,33,120,124,Germany,SG Dynamo Dresden,5,8,8,12,10,6,17,10,9,7,10,12,7,11,13,14,17,13,15,8,10,15,7,13,12,10,14,16,10,8,14,16,13,12,15,17,13,8,13,5,4,4,2,2,1,2,3,1,3,2,2,1,12,15,10,11,13,16,17,8,1,1,1,1,1,1,1,1,1,1,1,1,1,20,194,95,12,20,467236,03/11/1988,8299,
Robert Tesche,DM/M C,35,120,130,Germany,VfL Osnabrück,10,12,9,12,14,10,15,13,8,8,14,9,10,13,14,10,14,11,12,12,11,10,9,9,13,12,16,14,10,12,12,13,17,11,14,13,13,8,10,4,17,3,1,3,1,1,3,1,1,3,2,1,12,14,2,13,9,17,15,18,1,1,1,1,1,1,19,1,20,12,1,14,12,1,182,78,13,20,89419,27/05/1987,4499,
Santiago Pierotti,M RC,21,120,133,Argentina,Club Atlético Colón de Santa Fe,11,11,13,9,13,10,8,12,8,7,12,11,8,13,10,13,13,15,12,12,11,16,12,11,14,11,15,13,12,11,14,12,12,10,14,13,13,7,12,6,14,1,1,2,2,1,1,3,1,1,1,3,13,15,6,12,13,12,12,14,1,1,1,1,1,1,10,8,20,15,1,12,10,1,189,79,9,20,4042078,03/04/2001,1942,
Phillip Menzel,GK,23,120,129,Germany,Sportklub Austria Klagenfurt,2,4,3,3,8,6,7,6,14,5,9,4,6,8,8,8,13,13,12,10,11,12,3,7,1,15,14,13,11,12,15,17,14,14,14,15,13,5,7,5,12,17,14,13,8,12,9,10,13,9,11,15,6,12,6,12,13,13,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,85,7,20,1058246,18/08/1998,2167,
Damien Le Tallec,D/DM/M C,32,120,130,"France,Russia",Torpedo Moscow,5,8,9,9,13,12,14,11,5,13,13,9,13,12,14,14,13,12,13,10,13,9,10,11,11,13,13,14,9,10,14,16,12,9,13,14,12,14,13,9,14,2,3,4,1,3,1,1,1,2,2,2,10,13,8,8,12,14,11,9,1,1,16,1,1,1,20,1,16,1,1,1,1,1,187,80,8,20,347975206,19/04/1990,18923,
Carlos Garcés,S,32,120,127,Ecuador,Barcelona Sporting Club,6,9,12,15,12,8,14,11,6,7,11,16,7,11,9,11,11,12,13,8,14,12,12,16,17,7,10,11,10,12,13,14,13,11,10,16,10,9,10,7,12,2,1,2,1,1,3,2,2,1,2,1,11,15,1,12,7,12,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,85,9,20,152241,01/03/1990,5094,9 de Octubre Fútbol Club
Alexander Meyer,GK,31,120,122,Germany,Borussia Dortmund,2,2,1,3,10,5,1,3,3,3,13,2,3,9,10,13,16,12,8,11,10,12,1,12,3,10,13,14,9,11,13,18,14,8,9,15,13,5,12,8,13,16,10,11,5,15,12,12,14,8,6,11,7,12,7,14,14,14,14,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,195,90,6,20,166154,13/04/1991,4499,
Ricardo Batista,GK,35,120,120,"Angola,Portugal,Cape Verde Islands",Casa Pia Atlético Clube,2,2,3,2,7,7,8,3,3,1,8,1,3,5,10,14,14,10,12,11,12,13,9,10,12,13,11,11,10,13,10,13,10,10,12,12,14,13,8,10,10,14,11,13,15,12,10,15,16,15,16,12,12,12,5,15,13,15,8,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,79,20,6,112676,19/11/1986,1849,
Onni Valakari,AM C,22,120,132,"Finland,Scotland",Pafos FC,11,11,12,13,14,12,10,15,3,6,12,13,7,13,11,14,11,13,15,13,12,16,14,8,14,8,11,13,13,14,11,13,11,12,14,10,12,9,13,5,12,1,2,2,3,3,3,2,3,3,1,3,16,12,6,7,12,14,14,15,1,1,1,1,1,1,10,8,15,1,12,20,1,14,187,83,20,8,1224999,18/08/1999,2945,
Alê,M/AM LC,32,120,122,"Brazil,Italy",AMG,12,12,13,12,13,10,10,10,6,11,14,12,12,13,13,13,13,12,12,13,12,8,10,5,13,13,14,14,13,13,12,10,12,12,14,10,12,15,12,8,17,2,4,1,3,3,3,3,1,2,2,3,18,12,4,8,13,10,10,18,1,1,1,1,12,1,12,14,20,12,15,18,13,1,184,74,7,20,1425864,06/06/1990,5385,
Bradley Dack,AM C,28,120,140,England,Blackburn Rovers,8,11,12,15,14,12,12,11,3,8,13,12,7,14,12,14,13,14,11,14,11,12,13,13,16,8,14,14,11,10,14,10,8,10,10,12,11,10,12,12,9,1,3,1,3,3,2,2,2,1,3,2,13,14,12,14,13,14,10,15,1,1,1,1,1,1,1,10,15,10,11,20,11,15,175,73,14,20,2534192,31/12/1993,17399,
Phil Neumann,D RC,25,120,130,Germany,Hannover 96,3,10,13,6,11,3,12,6,10,12,11,6,13,11,14,12,15,11,12,11,11,16,11,10,11,12,12,12,13,11,15,15,16,17,13,14,13,12,14,6,14,3,3,4,2,3,3,4,3,2,2,3,11,15,8,10,13,15,12,12,1,1,20,18,1,15,10,1,10,10,1,1,1,1,192,91,8,20,1398582,08/07/1997,12466,
Valentín Vada,M/AM RC,26,120,132,"Argentina,Italy",Zaragoza,14,13,13,12,14,14,5,14,5,7,14,14,7,15,13,12,12,14,12,15,12,14,14,10,12,10,14,12,10,12,12,8,12,10,12,11,10,11,15,6,12,2,1,3,1,2,2,1,3,1,3,3,10,14,6,15,12,14,14,11,1,1,1,1,1,1,10,10,20,16,10,19,15,8,175,71,12,20,1367151,06/03/1996,11499,
Gonzalo Ávila,D/WB R,24,120,130,Spain,Olympiacos SF Piraeus,9,12,12,7,12,7,9,9,13,12,11,8,12,12,13,12,13,12,11,12,12,13,11,8,13,11,14,15,14,13,12,9,14,14,14,11,12,8,11,8,12,1,3,1,3,2,3,1,3,1,3,2,13,12,7,11,11,13,12,9,1,1,1,20,1,18,1,1,1,12,1,1,8,1,175,68,8,20,1157062,26/01/1998,4847,
Ajdin Hrustic,M/AM RC,26,120,123,"Australia,Bosnia and Herzegovina,Romania",Hellas Verona,14,9,12,8,12,15,12,15,9,8,14,14,6,13,14,11,13,13,12,11,12,15,12,9,12,8,13,14,12,13,12,13,13,11,13,12,11,7,12,5,12,2,1,2,3,1,3,1,1,2,1,4,12,13,7,11,14,15,12,8,1,1,1,1,1,1,14,14,20,15,14,18,15,1,183,78,20,12,1795427,05/07/1996,7399,
Andrey Santos,DM/M C,18,120,-85,Brazil,VDG,8,8,12,11,13,9,12,11,9,14,12,9,12,14,12,13,12,12,13,13,12,15,15,10,12,13,13,13,13,14,12,11,12,13,12,12,13,9,17,13,18,3,3,3,2,3,2,2,3,1,3,3,16,9,8,12,9,11,11,11,1,1,1,1,1,1,16,1,20,1,1,1,1,1,181,72,8,20,9151666,03/05/2004,6548,
Bilal Hussein,DM/M RC,22,120,138,"Sweden,Somalia",AIK,12,13,12,11,13,12,7,12,6,12,14,11,11,13,13,12,12,13,12,14,12,13,12,8,13,12,12,12,12,11,10,8,14,12,13,9,13,10,11,5,14,1,3,2,1,2,2,2,2,3,1,1,10,12,5,13,13,13,11,10,1,7,7,13,7,14,17,7,20,16,1,14,10,1,175,70,12,20,792111,22/04/2000,1863,
Pol Llonch,DM/M C,29,120,128,Spain,Willem II,8,10,11,6,12,8,12,10,8,12,13,10,12,11,14,12,16,11,11,10,12,12,10,16,12,13,16,17,12,12,15,12,13,12,16,13,13,14,12,8,14,2,4,4,1,2,3,3,4,2,2,1,12,13,10,17,10,14,14,12,1,1,1,1,1,1,20,10,18,10,1,10,1,1,171,70,8,20,4103998,07/10/1992,3000,
José Angulo,S C,27,120,128,Ecuador,Xoloitzcuintles de Tijuana,8,10,13,15,13,9,14,11,6,6,12,15,6,13,9,10,16,14,11,10,12,13,14,8,16,7,14,11,11,12,11,12,7,12,10,12,8,11,15,9,10,3,2,2,2,3,3,4,1,3,1,2,6,14,18,11,8,3,10,13,1,1,1,1,1,1,1,1,1,1,12,15,10,20,181,75,10,20,1194010,03/02/1995,8543,Querétaro FC
Ayrton Costa,D LC,23,120,132,Argentina,Club Atlético Independiente,6,11,12,10,11,1,12,4,10,14,10,8,13,11,14,13,9,11,15,10,12,12,8,4,11,13,11,12,13,11,12,11,10,13,13,12,12,13,9,6,13,1,1,3,1,3,1,1,3,2,2,2,18,9,1,9,8,10,13,9,1,15,20,1,1,1,1,1,1,1,1,1,1,1,179,74,20,9,1710506,12/07/1999,5865,Club Atlético Platense
José Holebas,D/WB/M L,38,120,145,"Greece,Germany,Uruguay",FC Bayern Alzenau,12,13,12,10,11,12,12,13,13,11,12,10,13,12,17,12,15,12,12,12,12,16,11,9,11,12,14,14,12,11,12,13,17,12,13,13,13,15,13,6,13,3,4,1,3,3,1,3,1,2,2,1,16,16,15,14,13,19,8,7,1,20,10,1,19,1,1,16,1,1,9,1,1,1,185,81,20,9,80008,27/06/1984,9697,
Teboho Mokoena,M C,25,120,150,South Africa,Mamelodi Sundowns Football Club,10,10,11,7,12,9,9,12,7,11,14,7,13,15,14,9,5,11,12,11,15,5,10,6,12,14,11,13,15,15,11,9,13,13,9,9,18,7,13,14,13,2,1,1,3,1,3,2,2,2,3,3,17,10,4,11,12,12,11,18,1,1,1,1,1,1,14,10,20,10,1,11,1,1,176,68,12,20,412687,24/01/1997,4154,
Luis Del Pino Mago,D LC,27,120,128,"Venezuela,Spain,England",Club Atlético Banfield,9,11,10,7,11,8,13,8,13,13,12,5,13,12,15,14,12,11,13,11,11,12,11,8,9,13,14,12,12,10,13,13,14,13,14,14,10,8,10,6,8,1,3,2,3,3,2,3,2,3,2,2,9,12,7,12,10,11,9,11,1,20,18,1,13,1,12,1,1,1,1,1,1,1,184,79,20,10,1437911,15/09/1994,4719,
Dimitris Limnios,M/AM RL,24,120,130,"Greece,Brazil",1. FC Köln,10,12,12,10,12,11,9,9,8,9,10,11,8,12,11,11,10,11,10,12,11,13,12,7,13,9,12,14,15,14,9,11,15,15,14,10,12,6,13,4,11,3,3,2,2,2,3,3,4,3,3,2,9,15,8,12,13,13,12,13,1,1,1,1,1,12,1,16,1,16,16,7,20,6,180,71,7,20,685175,27/05/1998,10000,
Rushine De Reuck,D C,26,120,130,South Africa,Mamelodi Sundowns Football Club,6,9,6,6,9,3,13,9,6,15,9,5,12,12,5,14,12,12,11,11,16,12,5,15,11,13,11,13,11,12,8,11,13,11,14,12,20,5,15,10,17,3,3,1,1,3,1,1,1,1,3,1,15,10,4,10,12,10,12,19,1,1,20,14,1,1,13,1,1,1,1,1,1,1,180,0,9,20,390968,09/02/1996,4154,
Giorgos Masouras,M/AM RL,28,120,125,Greece,Olympiacos SF Piraeus,12,12,11,12,12,11,11,11,7,10,11,11,10,12,13,12,15,11,8,10,10,15,12,8,13,9,14,14,13,13,12,9,14,14,14,10,11,9,13,6,12,1,2,3,2,1,2,3,2,2,2,2,12,13,3,15,12,16,10,14,1,1,1,1,1,1,1,16,6,16,20,10,19,8,179,75,12,20,2107214,01/01/1994,10643,
Bryan Angulo,S,26,120,132,Ecuador,SAN,7,9,13,14,12,11,13,15,10,4,10,15,3,13,4,10,9,13,12,9,7,10,13,10,15,5,12,10,10,13,13,14,14,13,14,12,11,8,12,6,14,2,3,3,2,2,3,1,2,3,1,3,11,12,10,11,10,11,10,15,1,1,1,1,1,1,1,1,1,1,8,12,10,20,183,70,15,20,1138053,30/11/1995,6080,
Germán Guiffrey,D LC,24,120,129,Argentina,Club de Gimnasia y Esgrima La Plata,5,11,9,6,11,7,13,8,10,13,11,5,13,12,12,13,13,12,12,11,12,11,9,12,10,13,12,14,14,13,13,12,12,14,12,12,13,11,10,8,12,2,3,2,3,3,2,1,2,2,1,2,8,11,6,12,12,13,12,12,1,16,20,1,12,1,1,1,1,1,1,1,1,1,182,74,20,8,1758806,31/12/1997,1542,
Mohamed-Ali Cho,AM/S RL,18,120,-9,"France,England,Morocco",Real San Sebastián,8,9,13,11,14,9,11,9,4,7,11,10,7,13,9,10,12,12,11,11,11,14,11,8,10,9,9,9,15,14,11,11,12,14,13,10,10,8,10,4,12,2,3,2,2,1,3,2,1,3,1,3,13,12,6,11,10,12,12,15,1,1,1,1,1,1,1,12,1,12,17,1,17,20,182,66,20,10,61840001,19/01/2004,4158,
Roberto Correa,D R,29,120,129,Spain,Eibar,8,11,9,5,11,7,11,6,14,12,11,11,14,10,13,12,14,11,11,9,12,4,9,10,11,13,13,13,13,12,13,9,13,14,15,13,12,11,12,9,8,1,3,1,1,2,2,1,3,1,1,2,19,9,8,10,12,12,12,11,1,12,8,20,9,15,1,1,1,1,1,1,1,1,180,71,11,20,946164,20/09/1992,4344,
Adam Čerin,DM/M C,23,120,130,Slovenia,Panathinaikos AO,13,12,12,11,14,12,9,12,7,10,13,7,9,14,11,13,10,12,12,12,12,12,13,7,11,10,11,13,12,13,13,10,13,12,14,10,11,8,6,7,8,1,1,3,2,1,1,2,1,3,3,1,14,13,8,12,10,13,12,15,1,1,1,1,1,1,16,1,20,1,1,10,1,1,180,72,12,20,3526874,16/07/1999,7095,
Jayson Molumby,DM/M C,22,120,137,Republic of Ireland,West Bromwich Albion,8,9,11,8,12,8,11,11,5,10,13,12,14,14,14,11,15,11,12,11,12,15,9,12,12,12,15,16,12,12,11,10,16,13,14,11,15,14,10,9,16,2,1,3,2,1,1,2,3,3,1,2,19,15,5,10,13,14,14,14,1,1,1,1,1,1,17,1,20,1,1,14,1,1,178,0,12,20,6708962,06/08/1999,8119,
Nicolai Müller,M/AM RL,34,120,141,Germany,,10,12,14,12,12,8,5,10,7,8,10,9,8,13,14,12,13,9,12,10,10,17,14,10,15,8,12,16,14,15,13,8,14,14,12,8,12,8,13,11,15,1,4,3,3,4,3,3,2,3,1,2,9,14,6,12,10,16,13,15,1,1,1,1,1,1,1,15,10,20,15,13,20,12,175,66,9,20,-1,25/09/1987,,
Anderson Lucoqui,D/WB L,25,120,128,"Angola,Germany",1. FSV Mainz 05,4,11,12,7,11,4,9,7,14,11,10,7,14,11,14,11,15,11,10,10,10,14,12,6,13,12,15,15,15,12,12,10,17,15,14,12,11,12,14,5,14,1,1,2,1,2,3,2,3,3,1,3,11,12,12,10,11,12,12,12,1,20,14,10,18,10,10,12,10,8,10,1,1,1,180,75,20,10,1601069,06/07/1997,12466,F.C. Hansa Rostock
Gino Infantino,M/AM RLC,19,120,-8,Argentina,Club Atlético Rosario Central,10,11,12,13,14,11,6,14,11,11,13,11,12,13,11,12,13,11,11,13,12,7,13,13,13,13,12,11,13,13,14,8,13,13,10,11,10,15,18,5,12,3,2,1,2,2,3,1,3,3,2,3,17,11,1,8,11,8,12,11,1,10,1,1,10,12,1,13,18,13,20,16,16,1,179,75,20,10,5041341,19/05/2003,1870,
Jakub Považanec,DM/M C,31,120,120,Slovakia,Jablonec,12,11,15,12,12,13,12,16,10,10,12,14,9,11,11,12,14,11,11,10,11,12,15,8,10,16,13,14,14,11,13,10,12,14,13,13,13,12,12,10,12,2,2,1,1,1,3,1,1,2,1,2,11,11,10,12,10,13,10,10,1,1,1,1,1,1,19,5,20,1,1,10,1,1,181,78,10,20,590290,31/01/1991,2436,
Danijel Petković,GK,29,120,127,Montenegro,,3,2,2,1,3,6,3,1,1,3,13,1,3,8,6,12,13,12,12,12,11,13,2,13,1,13,12,11,9,14,12,17,15,9,9,12,11,9,12,6,10,14,12,12,7,12,14,12,12,10,12,9,10,13,8,10,11,12,10,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,90,10,20,-1,25/05/1993,,
Aboubakar Kamara,S,27,120,125,"Mauritania,Senegal,France",Olympiacos SF Piraeus,5,10,11,11,11,5,12,11,7,8,12,13,7,11,15,10,16,10,9,10,10,14,11,6,13,8,14,16,15,13,15,10,15,15,14,16,12,13,12,7,9,4,2,2,2,1,1,2,4,2,1,1,10,14,14,12,12,10,4,6,1,1,1,1,1,1,1,1,1,1,9,1,12,20,177,80,10,20,3479700,07/03/1995,28384,
